code,code_type,description,code_class
E10.69,ICD10CM,Type 1 diabetes mellitus with other specified complication,diabc
E11.69,ICD10CM,Type 2 diabetes mellitus with other specified complication,diabc
E13.69,ICD10CM,Other specified diabetes mellitus with other specified complication,diabc
E13.8,ICD10CM,Other specified diabetes mellitus with unspecified complications,diabc
E10.21,ICD10CM,Type 1 diabetes mellitus with diabetic nephropathy,diabc
E10.36,ICD10CM,Type 1 diabetes mellitus with diabetic cataract,diabc
E10.41,ICD10CM,Type 1 diabetes mellitus with diabetic mononeuropathy,diabc
E10.42,ICD10CM,Type 1 diabetes mellitus with diabetic polyneuropathy,diabc
E11.21,ICD10CM,Type 2 diabetes mellitus with diabetic nephropathy,diabc
E11.36,ICD10CM,Type 2 diabetes mellitus with diabetic cataract,diabc
E11.41,ICD10CM,Type 2 diabetes mellitus with diabetic mononeuropathy,diabc
E11.42,ICD10CM,Type 2 diabetes mellitus with diabetic polyneuropathy,diabc
E13.36,ICD10CM,Other specified diabetes mellitus with diabetic cataract,diabc
E13.41,ICD10CM,Other specified diabetes mellitus with diabetic mononeuropathy,diabc
E13.42,ICD10CM,Other specified diabetes mellitus with diabetic polyneuropathy,diabc
E10.8,ICD10CM,Type 1 diabetes mellitus with unspecified complications,diabc
E11.8,ICD10CM,Type 2 diabetes mellitus with unspecified complications,diabc
E11.22,ICD10CM,Type 2 diabetes mellitus with diabetic chronic kidney disease,diabc
E00.1,ICD10CM,"Congenital iodine-deficiency syndrome, myxedematous type",hypothy
E03.0,ICD10CM,Congenital hypothyroidism with diffuse goiter,hypothy
E03.1,ICD10CM,Congenital hypothyroidism without goiter,hypothy
E03.3,ICD10CM,Postinfectious hypothyroidism,hypothy
E03.4,ICD10CM,Atrophy of thyroid (acquired),hypothy
E00.2,ICD10CM,"Congenital iodine-deficiency syndrome, mixed type",hypothy
E00.0,ICD10CM,"Congenital iodine-deficiency syndrome, neurological type",hypothy
E02,ICD10CM,Subclinical iodine-deficiency hypothyroidism,hypothy
E01.1,ICD10CM,Iodine-deficiency related multinodular (endemic) goiter,hypothy
E01.8,ICD10CM,Other iodine-deficiency related thyroid disorders and allied conditions,hypothy
E03.2,ICD10CM,Hypothyroidism due to medicaments and other exogenous substances,hypothy
E03.8,ICD10CM,Other specified hypothyroidism,hypothy
E89.0,ICD10CM,Postprocedural hypothyroidism,hypothy
E01.2,ICD10CM,"Iodine-deficiency related (endemic) goiter, unspecified",hypothy
E03.9,ICD10CM,"Hypothyroidism, unspecified",hypothy
E03.5,ICD10CM,Myxedema coma,hypothy
E00.9,ICD10CM,"Congenital iodine-deficiency syndrome, unspecified",hypothy
E01.0,ICD10CM,Iodine-deficiency related diffuse (endemic) goiter,hypothy
N18.1,ICD10CM,"Chronic kidney disease, stage 1",rf
N18.5,ICD10CM,"Chronic kidney disease, stage 5",rf
N18.6,ICD10CM,End stage renal disease,rf
I12.0,ICD10CM,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,rf
I13.10,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",rf
I13.11,ICD10CM,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",rf
Z49.01,ICD10CM,Encounter for fitting and adjustment of extracorporeal dialysis catheter,rf
Z49.02,ICD10CM,Encounter for fitting and adjustment of peritoneal dialysis catheter,rf
Z94.0,ICD10CM,Kidney transplant status,rf
Z99.2,ICD10CM,Dependence on renal dialysis,rf
N18.2,ICD10CM,"Chronic kidney disease, stage 2 (mild)",rf
N18.4,ICD10CM,"Chronic kidney disease, stage 4 (severe)",rf
N18.9,ICD10CM,"Chronic kidney disease, unspecified",rf
N19,ICD10CM,Unspecified kidney failure,rf
N25.0,ICD10CM,Renal osteodystrophy,rf
N18.31,ICD10CM,"Chronic kidney disease, stage 3a",rf
N18.32,ICD10CM,"Chronic kidney disease, stage 3b",rf
N18.30,ICD10CM,"Chronic kidney disease, stage 3 unspecified",rf
I85.10,ICD10CM,Secondary esophageal varices without bleeding,ld
I85.11,ICD10CM,Secondary esophageal varices with bleeding,ld
K70.10,ICD10CM,Alcoholic hepatitis without ascites,ld
K70.11,ICD10CM,Alcoholic hepatitis with ascites,ld
K70.30,ICD10CM,Alcoholic cirrhosis of liver without ascites,ld
K70.40,ICD10CM,Alcoholic hepatic failure without coma,ld
K70.41,ICD10CM,Alcoholic hepatic failure with coma,ld
K71.10,ICD10CM,"Toxic liver disease with hepatic necrosis, without coma",ld
K71.11,ICD10CM,"Toxic liver disease with hepatic necrosis, with coma",ld
K71.50,ICD10CM,Toxic liver disease with chronic active hepatitis without ascites,ld
K71.51,ICD10CM,Toxic liver disease with chronic active hepatitis with ascites,ld
K72.00,ICD10CM,Acute and subacute hepatic failure without coma,ld
K72.01,ICD10CM,Acute and subacute hepatic failure with coma,ld
K72.10,ICD10CM,Chronic hepatic failure without coma,ld
K72.11,ICD10CM,Chronic hepatic failure with coma,ld
K72.90,ICD10CM,"Hepatic failure, unspecified without coma",ld
K72.91,ICD10CM,"Hepatic failure, unspecified with coma",ld
K74.60,ICD10CM,Unspecified cirrhosis of liver,ld
K74.69,ICD10CM,Other cirrhosis of liver,ld
K74.1,ICD10CM,Hepatic sclerosis,ld
B18.8,ICD10CM,Other chronic viral hepatitis,ld
K76.89,ICD10CM,Other specified diseases of liver,ld
Z94.4,ICD10CM,Liver transplant status,ld
B18.0,ICD10CM,Chronic viral hepatitis B with delta-agent,ld
K70.2,ICD10CM,Alcoholic fibrosis and sclerosis of liver,ld
K74.2,ICD10CM,Hepatic fibrosis with hepatic sclerosis,ld
K71.3,ICD10CM,Toxic liver disease with chronic persistent hepatitis,ld
K71.4,ICD10CM,Toxic liver disease with chronic lobular hepatitis,ld
K71.7,ICD10CM,Toxic liver disease with fibrosis and cirrhosis of liver,ld
K76.2,ICD10CM,Central hemorrhagic necrosis of liver,ld
K73.0,ICD10CM,"Chronic persistent hepatitis, not elsewhere classified",ld
K73.1,ICD10CM,"Chronic lobular hepatitis, not elsewhere classified",ld
K73.2,ICD10CM,"Chronic active hepatitis, not elsewhere classified",ld
K73.8,ICD10CM,"Other chronic hepatitis, not elsewhere classified",ld
K76.0,ICD10CM,"Fatty (change of) liver, not elsewhere classified",ld
B18.2,ICD10CM,Chronic viral hepatitis C,ld
K76.81,ICD10CM,Hepatopulmonary syndrome,ld
K74.3,ICD10CM,Primary biliary cirrhosis,ld
K70.0,ICD10CM,Alcoholic fatty liver,ld
I86.4,ICD10CM,Gastric varices,ld
K76.5,ICD10CM,Hepatic veno-occlusive disease,ld
K73.9,ICD10CM,"Chronic hepatitis, unspecified",ld
K76.7,ICD10CM,Hepatorenal syndrome,ld
K76.6,ICD10CM,Portal hypertension,ld
K74.5,ICD10CM,"Biliary cirrhosis, unspecified",ld
K76.9,ICD10CM,"Liver disease, unspecified",ld
K70.9,ICD10CM,"Alcoholic liver disease, unspecified",ld
K76.4,ICD10CM,Peliosis hepatis,ld
K76.3,ICD10CM,Infarction of liver,ld
I85.01,ICD10CM,Esophageal varices with bleeding,ld
K74.4,ICD10CM,Secondary biliary cirrhosis,ld
K74.00,ICD10CM,"Hepatic fibrosis, unspecified",ld
I85.00,ICD10CM,Esophageal varices without bleeding,ld
B18.1,ICD10CM,Chronic viral hepatitis B without delta-agent,ld
B18.9,ICD10CM,"Chronic viral hepatitis, unspecified",ld
K70.31,ICD10CM,Alcoholic cirrhosis of liver with ascites,ld
K74.01,ICD10CM,"Hepatic fibrosis, early fibrosis",ld
K74.02,ICD10CM,"Hepatic fibrosis, advanced fibrosis",ld
K27.7,ICD10CM,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation",pud
K27.9,ICD10CM,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation",pud
K28.7,ICD10CM,Chronic gastrojejunal ulcer without hemorrhage or perforation,pud
K25.9,ICD10CM,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",pud
K26.9,ICD10CM,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",pud
K28.9,ICD10CM,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",pud
K25.7,ICD10CM,Chronic gastric ulcer without hemorrhage or perforation,pud
K26.7,ICD10CM,Chronic duodenal ulcer without hemorrhage or perforation,pud
B20,ICD10CM,Human immunodeficiency virus [HIV] disease,aids
C90.02,ICD10CM,Multiple myeloma in relapse,lymph
C81.00,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",lymph
C81.01,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",lymph
C81.02,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",lymph
C81.03,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",lymph
C81.04,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",lymph
C81.05,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",lymph
C81.06,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",lymph
C81.07,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",lymph
C81.08,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",lymph
C81.09,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",lymph
C81.90,ICD10CM,"Hodgkin lymphoma, unspecified, unspecified site",lymph
C81.91,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",lymph
C81.92,ICD10CM,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",lymph
C81.93,ICD10CM,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",lymph
C81.94,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",lymph
C81.95,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",lymph
C81.96,ICD10CM,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",lymph
C81.97,ICD10CM,"Hodgkin lymphoma, unspecified, spleen",lymph
C81.98,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",lymph
C81.99,ICD10CM,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",lymph
C82.00,ICD10CM,"Follicular lymphoma grade I, unspecified site",lymph
C82.01,ICD10CM,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",lymph
C82.02,ICD10CM,"Follicular lymphoma grade I, intrathoracic lymph nodes",lymph
C82.03,ICD10CM,"Follicular lymphoma grade I, intra-abdominal lymph nodes",lymph
C82.04,ICD10CM,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",lymph
C82.05,ICD10CM,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",lymph
C82.06,ICD10CM,"Follicular lymphoma grade I, intrapelvic lymph nodes",lymph
C82.07,ICD10CM,"Follicular lymphoma grade I, spleen",lymph
C82.08,ICD10CM,"Follicular lymphoma grade I, lymph nodes of multiple sites",lymph
C82.09,ICD10CM,"Follicular lymphoma grade I, extranodal and solid organ sites",lymph
C82.10,ICD10CM,"Follicular lymphoma grade II, unspecified site",lymph
C82.11,ICD10CM,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",lymph
C82.12,ICD10CM,"Follicular lymphoma grade II, intrathoracic lymph nodes",lymph
C82.13,ICD10CM,"Follicular lymphoma grade II, intra-abdominal lymph nodes",lymph
C82.14,ICD10CM,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",lymph
C82.15,ICD10CM,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",lymph
C82.16,ICD10CM,"Follicular lymphoma grade II, intrapelvic lymph nodes",lymph
C82.17,ICD10CM,"Follicular lymphoma grade II, spleen",lymph
C82.18,ICD10CM,"Follicular lymphoma grade II, lymph nodes of multiple sites",lymph
C82.19,ICD10CM,"Follicular lymphoma grade II, extranodal and solid organ sites",lymph
C82.20,ICD10CM,"Follicular lymphoma grade III, unspecified, unspecified site",lymph
C82.21,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",lymph
C82.22,ICD10CM,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",lymph
C82.23,ICD10CM,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",lymph
C82.24,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",lymph
C82.25,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",lymph
C82.26,ICD10CM,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",lymph
C82.27,ICD10CM,"Follicular lymphoma grade III, unspecified, spleen",lymph
C82.28,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",lymph
C82.29,ICD10CM,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",lymph
C82.30,ICD10CM,"Follicular lymphoma grade IIIa, unspecified site",lymph
C82.31,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",lymph
C82.32,ICD10CM,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",lymph
C82.33,ICD10CM,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",lymph
C82.34,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",lymph
C82.35,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",lymph
C82.36,ICD10CM,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",lymph
C82.37,ICD10CM,"Follicular lymphoma grade IIIa, spleen",lymph
C82.38,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",lymph
C82.39,ICD10CM,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",lymph
C82.40,ICD10CM,"Follicular lymphoma grade IIIb, unspecified site",lymph
C82.41,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",lymph
C82.42,ICD10CM,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",lymph
C82.43,ICD10CM,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",lymph
C82.44,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",lymph
C82.45,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",lymph
C82.46,ICD10CM,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",lymph
C82.47,ICD10CM,"Follicular lymphoma grade IIIb, spleen",lymph
C82.48,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",lymph
C82.49,ICD10CM,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",lymph
C82.50,ICD10CM,"Diffuse follicle center lymphoma, unspecified site",lymph
C82.52,ICD10CM,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",lymph
C82.53,ICD10CM,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",lymph
C82.54,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",lymph
C82.55,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",lymph
C82.56,ICD10CM,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",lymph
